incident_id,company_name,company_revenue_usd,company_size_revenue,country_hq,industry_primary,industry_secondary,tipo_industria,employee_count,company_size_employee,is_public_company,stock_ticker,incident_date,incident_year,incident_month,incident_quarter,incident_quarter_label,incident_year_quarter,incident_date_estimated,discovery_date,disclosure_date,attack_vector_primary,attack_vector_secondary,attack_vector_secondary_label,attack_chain,attributed_group,attribution_confidence,data_compromised_records,data_impact_category,data_type,systems_affected,downtime_hours,downtime_impact_category,quality_score,direct_loss_usd,ransom_paid_usd,recovery_cost_usd,regulatory_fine_usd,insurance_payout_usd,total_loss_usd,price_disclosure_day,sector_return_same_period,abnormal_return_1d,abnormal_return_30d,days_to_price_recovery,rango_recuperacion,estado_recuperacion,company_size
2022-0109-002,Glacier Frontier Industrial Ltd.,1263236424.34,1B–10B,GB,31-33,,Solo Primaria,5511,Muy grande,True,GFI.L,2022-01-09,2022,1,1,Q1,2022 Q1,False,2022-02-11,2022-03-06,data_breach,supply_chain,supply_chain,Misconfigured cloud storage bucket discovered by automated scanner → bulk data download over 72 hours → data posted to dark web marketplace,Medusa,suspected,243569.0,Alto,PII,"SCADA,customer_database,file_servers,cloud_infrastructure,ERP",,Sin dato,69.88,9100000.0,0.0,8959241.5,0.0,,19195016.57,7.27,0.023411,-0.069908,-0.046725,185.0,>30 días,Recuperación lenta,Mediana
2022-0814-001,Diamond Horizon Systems Pty Ltd.,236489031.84,< 1B,AU,51,,Solo Primaria,642,Grande,False,,2022-08-14,2022,8,3,Q3,2022 Q3,False,2022-09-13,2022-09-27,phishing,trojan,trojan,,NoName057,probable,207781.0,Alto,financial,"active_directory,website",,Sin dato,83.44,28378683.82,0.0,25116750.21,0.0,,62925236.49,,,,,,,,Pequeña
2025-0115-001,MoveTransport Logistics Ltd.,266954363.77,< 1B,AU,48-49,72,Primaria y Secundaria,1246,Muy grande,True,MOVE.AX,2025-01-15,2025,1,1,Q1,2025 Q1,False,2025-07-15,2025-08-05,backdoor,,Sin vector secundario,Exploitation of unpatched VPN appliance → web shell implant → SSH backdoor installed → persistent access maintained for 6+ months → bulk data exfiltration,,,,Sin dato,,"cloud_infrastructure,file_servers,ERP,payment_systems",,Sin dato,70.88,44047470.02,0.0,27985145.58,0.0,23311171.32,78953376.24,9.37,0.011565,-0.013448,0.011677,10.0,8-30 días,Recuperación rápida,Pequeña
2024-1127-001,Stuttgart Distribution SE,733412842.38,< 1B,DE,44-45,,Solo Primaria,8169,Muy grande,True,STUT.DE,2024-11-27,2024,11,4,Q4,2024 Q4,True,2024-12-14,2025-01-17,data_breach,,Sin vector secundario,Misconfigured cloud storage bucket discovered by automated scanner → bulk data download over 72 hours → data posted to dark web marketplace,,,,Sin dato,,"backup_systems,customer_database,CRM,SCADA,email",,Sin dato,70.25,130000.0,0.0,145267.37,0.0,,315126.62,5.59,-0.009339,-0.038084,0.005875,23.0,8-30 días,Recuperación rápida,Pequeña
2025-1211-002,DistrictNational Agency Co.,220683422.51,< 1B,US,92,,Solo Primaria,2259,Muy grande,False,,2025-12-11,2025,12,4,Q4,2025 Q4,False,2025-12-17,2026-01-01,phishing,data_breach,data_breach,,Vice_Society,suspected,9983.0,Medio,mixed,"ERP,website,backup_systems",,Sin dato,69.31,6033212.24,0.0,5272580.5,0.0,,12863145.44,,,,,,,,Pequeña
2024-1227-001,Paladin Logic Microsystems Corp.,1167460171.32,1B–10B,JP,51,31-33,Primaria y Secundaria,4057,Muy grande,False,,2024-12-27,2024,12,4,Q4,2024 Q4,False,2025-03-27,2025-06-03,apt,,Sin vector secundario,,,,,Sin dato,,"customer_database,website,manufacturing_OT,SSO,ERP",10.64,Bajo,69.11,235929024.54,0.0,180134022.53,0.0,283065585.21,438811628.43,,,,,,,,Mediana
2021-0814-001,ScopeBit Systems Corp.,76208348830.0,10B–100B,KR,51,,Solo Primaria,170470,Muy grande,True,SCOP.KS,2021-08-14,2021,8,3,Q3,2021 Q3,False,2021-09-02,2021-10-17,supply_chain,,Sin vector secundario,Compromised third-party software update → trojanized DLL sideloaded → C2 beacon established → persistent access across customer environments,,,,Sin dato,,"file_servers,cloud_infrastructure,active_directory",95.7,Alto,72.74,,,,,,,508.09,0.000968,-0.044661,-0.034107,98.0,>30 días,Recuperación lenta,Mediana
2024-0714-001,Kowalski Institute Inc.,396985015.86,< 1B,US,61,44-45,Primaria y Secundaria,4821,Muy grande,False,,2024-07-14,2024,7,3,Q3,2024 Q3,False,2024-09-16,2024-11-02,ransomware,supply_chain,supply_chain,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,2245.0,Medio,credentials,"HR_systems,VPN",38.45,Medio,85.46,3514842.78,0.0,1512342.81,0.0,2833774.77,5571615.22,,,,,,,,Pequeña
2024-1227-002,Atlanta Therapeutics Corp.,12193458596.34,10B–100B,US,62,,Solo Primaria,56828,Muy grande,True,ATL1,2024-12-27,2024,12,4,Q4,2024 Q4,False,2025-04-01,2025-06-06,ransomware,,Sin vector secundario,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,Volt_Typhoon,unknown,4672448.0,Alto,mixed,"cloud_infrastructure,VPN,active_directory",76.27,Alto,74.92,7760597.63,0.0,6035873.22,0.0,,16342131.73,71.11,-0.015591,-0.050832,-0.033829,38.0,>30 días,Recuperación lenta,Mediana
2024-0303-002,Solaris Vivo MedTech Corp.,1888435404.76,1B–10B,US,62,,Solo Primaria,13477,Muy grande,False,,2024-03-03,2024,3,1,Q1,2024 Q1,False,2024-03-14,2024-05-03,ransomware,,Sin vector secundario,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,,Sin dato,,"cloud_infrastructure,website,HR_systems,email",,Sin dato,55.09,2770568.36,0.0,2482941.79,0.0,3584660.65,5943561.51,,,,,,,,Mediana
2025-0805-001,Nelson Computing Inc.,134419409.61,< 1B,US,51,,Solo Primaria,245,Mediana,False,,2025-08-05,2025,8,3,Q3,2025 Q3,False,2025-08-22,2025-09-29,ransomware,,Sin vector secundario,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,322405.0,Alto,mixed,"file_servers,SSO,SCADA,cloud_infrastructure,backup_systems",11.92,Bajo,63.93,461994.24,982199.89,467038.31,0.0,294878.04,2020099.35,,,,,,,,Pequeña
2024-0608-001,Vanguard Analytic Partners GmbH,304002304.39,< 1B,DE,54,,Solo Primaria,1948,Muy grande,False,,2024-06-08,2024,6,2,Q2,2024 Q2,False,2024-09-10,2024-10-02,phishing,ransomware,ransomware,,Hunters_International,probable,86553.0,Medio,PII,ERP,,Sin dato,81.8,,,,,,,,,,,,,,Pequeña
2025-0917-003,LogicAcumen Partners S.A.,42561632.78,< 1B,BR,54,,Solo Primaria,144,Mediana,False,,2025-09-17,2025,9,3,Q3,2025 Q3,True,2026-03-18,2026-03-22,ransomware,,Sin vector secundario,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,26715.0,Medio,PII,"VPN,manufacturing_OT,active_directory",96.29,Alto,93.79,455334.49,1943987.82,221105.48,0.0,360527.65,2769574.26,,,,,,,,Pequeña
2023-0816-001,Delta Valor Corp Inc.,87686248.37,< 1B,AT,23,,Solo Primaria,387,Grande,False,,2023-08-16,2023,8,3,Q3,2023 Q3,False,2023-09-20,2023-10-05,malware,trojan,trojan,,,,,Sin dato,,"manufacturing_OT,website",,Sin dato,87.38,949604.56,0.0,880540.41,0.0,840018.43,2144889.05,,,,,,,,Pequeña
2024-0505-003,Jaipur Schools Pvt. Ltd.,103702268.74,< 1B,IN,61,,Solo Primaria,954,Grande,False,,2024-05-05,2024,5,2,Q2,2024 Q2,False,2024-05-24,2024-06-16,phishing,,Sin vector secundario,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,APT41,suspected,543577.0,Alto,credentials,"HR_systems,SSO",,Sin dato,97.9,6556312.06,0.0,2284162.47,0.0,5805089.19,9964715.52,,,,,,,,Pequeña
2022-0206-001,Maple Zephyr Energy Group Inc.,6696493391.97,1B–10B,US,22,,Solo Primaria,13347,Muy grande,True,MZE,2022-02-06,2022,2,1,Q1,2022 Q1,False,2022-04-12,2022-04-27,phishing,data_breach,data_breach,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,BlackBasta,probable,77728.0,Medio,PII,"payment_systems,ERP,active_directory,manufacturing_OT",,Sin dato,97.91,110612830.1,0.0,116476175.86,0.0,,248746480.85,94.63,0.016803,-0.008597,-0.02256,282.0,>30 días,Recuperación lenta,Mediana
2025-1222-002,TheraClinical Medical Co.,6849378832.11,1B–10B,US,62,44-45,Primaria y Secundaria,54757,Muy grande,False,,2025-12-22,2025,12,4,Q4,2025 Q4,False,2025-12-31,2026-01-08,data_breach,,Sin vector secundario,,Royal,probable,33835.0,Medio,PII,"ERP,email,backup_systems,cloud_infrastructure",,Sin dato,70.53,10117473.38,0.0,11632497.43,0.0,11644513.87,23204664.42,,,,,,,,Mediana
2024-1026-002,Tampa Stores Corp.,87951155953.4,10B–100B,US,44-45,,Solo Primaria,641527,Muy grande,True,TAMP,2024-10-26,2024,10,4,Q4,2024 Q4,False,2024-11-12,2024-12-17,apt,,Sin vector secundario,Zero-day exploit in edge device → fileless implant in memory → scheduled task persistence → low-and-slow data staging → encrypted exfiltration over DNS tunneling,RansomHub,suspected,5054.0,Medio,health,"email,cloud_infrastructure,customer_database,VPN",3.81,Bajo,71.11,13595596.5,0.0,12576656.52,0.0,,28973598.72,,,,,,,,Mediana
2023-1209-002,ProvidentFund Holdings Corp.,7745461210.59,1B–10B,CA,52,,Solo Primaria,20251,Muy grande,True,PROV.TO,2023-12-09,2023,12,4,Q4,2023 Q4,False,2023-12-28,2024-01-20,apt,,Sin vector secundario,,Scattered_Spider,unknown,3024.0,Medio,PII,"VPN,backup_systems",13.2,Bajo,78.46,6600000.0,0.0,7704740.5,0.0,,15880510.87,42.55,0.00565,-0.05681,-0.052285,131.0,>30 días,Recuperación lenta,Mediana
2025-0722-001,Mantis Secura Bancorp Group SA,5217618618.47,1B–10B,FR,52,44-45,Primaria y Secundaria,16044,Muy grande,True,MSB.PA,2025-07-22,2025,7,3,Q3,2025 Q3,False,2025-10-23,2025-12-22,data_breach,ddos,ddos,,BlackCat/ALPHV,unknown,15952.0,Medio,health,cloud_infrastructure,,Sin dato,77.69,12252657.44,0.0,11078333.88,349322.91,,25715931.42,71.97,0.008228,-0.068774,-0.107945,221.0,>30 días,Recuperación lenta,Mediana
2022-0723-001,PortTransit Carriers Co. Ltd.,82586082.29,< 1B,KR,48-49,,Solo Primaria,402,Grande,False,,2022-07-23,2022,7,3,Q3,2022 Q3,False,2022-08-24,2022-11-28,data_breach,trojan,trojan,Misconfigured cloud storage bucket discovered by automated scanner → bulk data download over 72 hours → data posted to dark web marketplace,,,3505.0,Medio,financial,customer_database,,Sin dato,73.44,664012.36,0.0,728322.33,0.0,907938.53,1490529.78,,,,,,,,Pequeña
2021-0325-001,Cascade Digital Communications Co.,555407386.86,< 1B,NO,51,,Solo Primaria,1178,Muy grande,False,,2021-03-25,2021,3,1,Q1,2021 Q1,False,2021-04-26,2021-04-28,ransomware,,Sin vector secundario,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,23623.0,Medio,mixed,"SCADA,backup_systems,email,website",208.39,Alto,85.49,1963677.98,0.0,1036886.82,0.0,,3575422.52,,,,,,,,Pequeña
2021-1013-001,Vertex Move Logistics Ltd.,143834171.27,< 1B,GB,48-49,,Solo Primaria,1646,Muy grande,True,VML.L,2021-10-13,2021,10,4,Q4,2021 Q4,False,2021-10-30,2021-11-23,phishing,ddos,ddos,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,Hunters_International,unknown,3495085.0,Alto,health,"SSO,ERP",,Sin dato,80.77,,,,,,,,,,,,,,Pequeña
2022-0624-001,Ironwood Lumen Platforms Co.,4072304774.14,1B–10B,US,51,,Solo Primaria,10158,Muy grande,True,ILP,2022-06-24,2022,6,2,Q2,2022 Q2,False,2022-06-25,2022-07-13,ddos,,Sin vector secundario,Multi-vector botnet activation → volumetric UDP reflection (900 Gbps peak) → application-layer HTTP/2 flood → 18-hour service degradation,,,,Sin dato,,"SSO,ERP",283.83,Alto,78.7,3099581.93,0.0,1072773.02,0.0,3079067.97,5213842.21,40.63,-0.018764,-0.002675,0.028841,46.0,>30 días,Recuperación lenta,Mediana
2022-0309-001,Fox Timber Services Group Inc.,4074729224.16,1B–10B,NZ,56,,Solo Primaria,67318,Muy grande,False,,2022-03-09,2022,3,1,Q1,2022 Q1,True,2022-06-11,2022-07-04,data_breach,,Sin vector secundario,Misconfigured cloud storage bucket discovered by automated scanner → bulk data download over 72 hours → data posted to dark web marketplace,Sandworm,probable,301999.0,Alto,credentials,"customer_database,active_directory,website,cloud_infrastructure",,Sin dato,51.39,6238096.34,0.0,2839282.9,2043961.01,,12669677.32,,,,,,,,Mediana
2022-0315-001,Flynn Pharmaceuticals Co. Ltd.,36253095.63,< 1B,JP,62,,Solo Primaria,434,Grande,False,,2022-03-15,2022,3,1,Q1,2022 Q1,False,2022-03-26,2022-05-29,ransomware,ddos,ddos,,,,612529.0,Alto,mixed,"HR_systems,email",37.72,Medio,71.35,1299324.85,0.0,788142.44,0.0,,2193999.12,,,,,,,,Pequeña
2025-0903-001,Victoria Services Inc.,606909082.62,< 1B,CA,52,62,Primaria y Secundaria,2842,Muy grande,False,,2025-09-03,2025,9,3,Q3,2025 Q3,False,2025-10-06,2025-11-15,apt,,Sin vector secundario,Zero-day exploit in edge device → fileless implant in memory → scheduled task persistence → low-and-slow data staging → encrypted exfiltration over DNS tunneling,Lazarus_Group,suspected,,Sin dato,,backup_systems,1782.65,Alto,77.81,24373957.54,0.0,24983530.53,0.0,30575793.89,54725003.62,,,,,,,,Pequeña
2021-0927-001,Bremen Labs AG,148897991262.01,100B–1T,DE,51,,Solo Primaria,314341,Muy grande,True,BREM.DE,2021-09-27,2021,9,3,Q3,2021 Q3,False,2021-10-13,2021-11-14,apt,malware,malware,,,,29014.0,Medio,credentials,"file_servers,payment_systems,ERP",64.16,Medio,76.05,4400000.0,0.0,3436833.0,0.0,5617741.72,9069275.83,660.11,-0.003221,-0.057207,-0.031954,251.0,>30 días,Recuperación lenta,Mediana
2025-1209-001,Anderson Securities Inc.,4681402229.24,1B–10B,US,52,,Solo Primaria,16493,Muy grande,False,,2025-12-09,2025,12,4,Q4,2025 Q4,False,2025-12-14,2025-12-18,phishing,malware,malware,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,,,73583.0,Medio,health,"SCADA,HR_systems,website",,Sin dato,93.03,40800000.0,0.0,34328621.04,0.0,50355091.9,89085430.6,,,,,,,,Mediana
2022-0404-001,Abbott Stores Holdings Inc.,70978518.59,< 1B,US,44-45,,Solo Primaria,982,Grande,False,,2022-04-04,2022,4,2,Q2,2022 Q2,False,2022-04-14,2022-06-07,backdoor,,Sin vector secundario,Exploitation of unpatched VPN appliance → web shell implant → SSH backdoor installed → persistent access maintained for 6+ months → bulk data exfiltration,BlackSuit,suspected,,Sin dato,,"payment_systems,HR_systems",,Sin dato,55.13,1100000.0,0.0,372580.49,0.0,873410.43,1579288.75,,,,,,,,Pequeña
2023-0902-002,Radiant Pack Trading Corp.,160725014.8,< 1B,CZ,42,,Solo Primaria,543,Grande,False,,2023-09-02,2023,9,3,Q3,2023 Q3,True,2023-09-18,2023-11-23,malware,,Sin vector secundario,,DarkSide,probable,244544.0,Alto,PII,"website,email,SCADA,ERP,payment_systems",,Sin dato,87.73,1000000.0,0.0,1017466.68,0.0,1105761.54,2132694.97,,,,,,,,Pequeña
2022-1128-001,Graham Fabrication Corp.,1799515221.63,1B–10B,US,31-33,,Solo Primaria,6072,Muy grande,True,GRAH,2022-11-28,2022,11,4,Q4,2022 Q4,False,2023-01-31,2023-02-20,apt,,Sin vector secundario,Zero-day exploit in edge device → fileless implant in memory → scheduled task persistence → low-and-slow data staging → encrypted exfiltration over DNS tunneling,,,,Sin dato,,"email,VPN,customer_database,SSO,active_directory",20.26,Bajo,93.44,59466549.84,0.0,52356080.21,0.0,68617828.57,120167678.42,15.77,-0.019039,-0.082029,-0.025192,157.0,>30 días,Recuperación lenta,Mediana
2021-0424-001,Irving Mining Group Ltd.,97188016.06,< 1B,AU,21,,Solo Primaria,445,Grande,False,,2021-04-24,2021,4,2,Q2,2021 Q2,False,2021-05-04,2021-05-16,ransomware,,Sin vector secundario,,Lazarus_Group,probable,147535.0,Alto,health,"manufacturing_OT,file_servers,website,CRM,cloud_infrastructure",24.19,Medio,59.7,19454843.38,5063511.59,22319418.74,179539.9,,52488179.57,,,,,,,,Pequeña
2022-1219-001,Harbor Eclipse Sciences Inc.,22271909259.46,10B–100B,US,62,,Solo Primaria,175683,Muy grande,True,HES,2022-12-19,2022,12,4,Q4,2022 Q4,True,2022-12-28,2023-02-27,supply_chain,,Sin vector secundario,Compromised third-party software update → trojanized DLL sideloaded → C2 beacon established → persistent access across customer environments,,,,Sin dato,,"file_servers,cloud_infrastructure,ERP",,Sin dato,89.17,87704287.37,0.0,30631727.42,0.0,45665338.29,138695163.66,189.04,0.006897,-0.049173,-0.002939,27.0,8-30 días,Recuperación rápida,Mediana
2023-0804-001,Summit Arc Ventures Inc.,145032446049.87,100B–1T,US,51,,Solo Primaria,442549,Muy grande,True,SAV,2023-08-04,2023,8,3,Q3,2023 Q3,False,2023-11-02,2024-02-10,ransomware,,Sin vector secundario,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,FIN7,suspected,39520.0,Medio,health,cloud_infrastructure,,Sin dato,95.03,16793490.43,0.0,19538967.46,0.0,,38290302.32,306.96,-0.006828,-0.03747,-0.012539,32.0,>30 días,Recuperación lenta,Mediana
2025-0725-002,Osprey Elite Advisory Inc.,503866073.27,< 1B,US,54,,Solo Primaria,3865,Muy grande,True,OEA,2025-07-25,2025,7,3,Q3,2025 Q3,True,2025-08-03,2025-08-11,phishing,,Sin vector secundario,,BlackSuit,confirmed,457614.0,Alto,mixed,"website,VPN",,Sin dato,92.43,800000.0,0.0,350663.23,1193275.61,779945.35,2588446.18,5.27,7.3e-05,-0.00671,0.019069,8.0,8-30 días,Recuperación rápida,Pequeña
2022-0610-001,Sterling Credit Partners Group PLC,235673872.9,< 1B,GB,52,,Solo Primaria,506,Grande,False,,2022-06-10,2022,6,2,Q2,2022 Q2,False,2022-06-13,2022-07-16,apt,,Sin vector secundario,,Akira,unknown,4164398.0,Alto,IP,"active_directory,VPN,backup_systems",121.48,Alto,90.05,1269466.53,0.0,1355541.38,252272.2,1585979.28,3312298.56,,,,,,,,Pequeña
2025-0917-004,Atlanta MedTech Inc.,232680166.83,< 1B,US,62,,Solo Primaria,2328,Muy grande,False,,2025-09-17,2025,9,3,Q3,2025 Q3,False,2025-12-16,2026-01-05,backdoor,trojan,trojan,,Cl0p,probable,,Sin dato,,"cloud_infrastructure,HR_systems,SCADA",,Sin dato,74.81,1531152.66,0.0,816976.28,0.0,928388.3,2679771.12,,,,,,,,Pequeña
2022-0122-001,DistrictCounty Administration Co.,279025890.43,< 1B,NZ,92,,Solo Primaria,2411,Muy grande,False,,2022-01-22,2022,1,1,Q1,2022 Q1,False,2022-01-29,2022-03-16,apt,malware,malware,Zero-day exploit in edge device → fileless implant in memory → scheduled task persistence → low-and-slow data staging → encrypted exfiltration over DNS tunneling,FIN11,suspected,,Sin dato,,"VPN,website,HR_systems,SCADA,active_directory",17.12,Bajo,66.0,24751398.04,0.0,23604244.81,0.0,,52631746.01,,,,,,,,Pequeña
2022-0611-002,Ridge Sierra Systems Group Inc.,4131941919.33,1B–10B,PH,31-33,92,Primaria y Secundaria,26033,Muy grande,True,RSS.PH,2022-06-11,2022,6,2,Q2,2022 Q2,False,2022-07-14,2022-09-22,ransomware,,Sin vector secundario,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,Conti,suspected,549736525.0,Alto,financial,"cloud_infrastructure,manufacturing_OT,website,ERP,email",4.33,Bajo,53.03,10800000.0,0.0,12193161.5,3309442.08,6671624.65,28544455.1,22.87,0.000302,-0.063099,-0.017761,43.0,>30 días,Recuperación lenta,Mediana
2025-1122-002,Coleman Therapeutics Corp.,1419425707.67,1B–10B,CA,62,,Solo Primaria,8060,Muy grande,False,,2025-11-22,2025,11,4,Q4,2025 Q4,True,2025-12-26,2026-02-02,ransomware,trojan,trojan,,Volt_Typhoon,confirmed,,Sin dato,,"VPN,cloud_infrastructure,email,ERP",18.14,Bajo,68.59,,,,,,,,,,,,,,Mediana
2021-0224-002,LineDirect Group Co.,124051345.28,< 1B,NO,42,,Solo Primaria,344,Grande,True,LINE.OL,2021-02-24,2021,2,1,Q1,2021 Q1,False,2021-03-29,2021-05-13,ransomware,malware,malware,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,Hunters_International,unknown,142080.0,Alto,mixed,"website,backup_systems,SSO",61.32,Medio,99.78,180000.0,0.0,148877.99,0.0,,347604.06,13.57,-0.006348,-0.064848,-0.013981,44.0,>30 días,Recuperación lenta,Pequeña
2025-1011-001,Jasper Acumen Services Co. Ltd.,163566312.18,< 1B,JP,54,51,Primaria y Secundaria,554,Grande,False,,2025-10-11,2025,10,4,Q4,2025 Q4,False,2025-10-25,2025-11-02,apt,,Sin vector secundario,Zero-day exploit in edge device → fileless implant in memory → scheduled task persistence → low-and-slow data staging → encrypted exfiltration over DNS tunneling,BlackCat/ALPHV,unknown,7431.0,Medio,PII,cloud_infrastructure,,Sin dato,78.75,4207237.76,0.0,3889866.84,0.0,5666046.36,8872743.07,,,,,,,,Pequeña
2024-0501-001,Noble Sterling Markets Pty Ltd.,6434512998.83,1B–10B,AU,44-45,,Solo Primaria,38075,Muy grande,True,NSM.AX,2024-05-01,2024,5,2,Q2,2024 Q2,False,2024-05-09,2024-05-24,data_breach,,Sin vector secundario,Misconfigured cloud storage bucket discovered by automated scanner → bulk data download over 72 hours → data posted to dark web marketplace,,,,Sin dato,,"SCADA,SSO",,Sin dato,99.77,,,,,,,73.57,0.018189,-0.018675,-0.020783,95.0,>30 días,Recuperación lenta,Mediana
2021-0516-001,Turin Construction S.r.l.,16660212359.12,10B–100B,IT,23,,Solo Primaria,118197,Muy grande,False,,2021-05-16,2021,5,2,Q2,2021 Q2,False,2021-06-19,2021-07-02,ddos,,Sin vector secundario,,Play,unknown,,Sin dato,,"CRM,active_directory,ERP",28.71,Medio,80.29,13135531.17,0.0,9407631.91,0.0,13129691.88,24279345.55,,,,,,,,Mediana
2025-0313-001,Phoenix Insurance Group Inc.,106284239.18,< 1B,US,52,,Solo Primaria,230,Mediana,False,,2025-03-13,2025,3,1,Q1,2025 Q1,False,2025-05-16,2025-05-29,data_breach,,Sin vector secundario,,RansomHub,suspected,1000.0,Medio,PII,"file_servers,SSO,customer_database,VPN,backup_systems",,Sin dato,73.7,3900000.0,0.0,1577675.23,0.0,2190721.84,6034334.22,,,,,,,,Pequeña
2023-0620-001,HelixCyber Systems AG,154561048.1,< 1B,DE,51,21,Primaria y Secundaria,322,Grande,True,HELI.DE,2023-06-20,2023,6,2,Q2,2023 Q2,False,2023-06-29,2023-08-08,data_breach,ddos,ddos,,BianLian,suspected,,Sin dato,,"ERP,CRM,customer_database,email,payment_systems",,Sin dato,92.63,7024867.01,0.0,5767290.23,0.0,,14752743.27,9.39,-0.000353,-0.014655,0.02974,,Sin dato,No recuperado,Pequeña
2021-0830-001,ReserveCrest Bank Holdings Inc.,2995861446.37,1B–10B,US,52,,Solo Primaria,6070,Muy grande,False,,2021-08-30,2021,8,3,Q3,2021 Q3,False,2021-10-03,2021-11-03,ransomware,,Sin vector secundario,,,,33370.0,Medio,PII,ERP,264.95,Alto,80.68,9232431.65,3944560.05,10721581.81,175742.09,6356216.51,26987152.9,,,,,,,,Mediana
2021-0803-002,Silver Campus Learning Corp.,648788703.28,< 1B,US,61,,Solo Primaria,8106,Muy grande,False,,2021-08-03,2021,8,3,Q3,2021 Q3,False,2021-08-06,2021-08-12,malware,phishing,phishing,Trojanized installer via SEO-poisoned download → fileless PowerShell execution → registry run-key persistence → credential dumping via LSASS → data staged for exfil,,,563049.0,Alto,credentials,"website,cloud_infrastructure,file_servers",,Sin dato,82.88,2287859.36,0.0,1488438.52,0.0,692643.43,4189870.17,,,,,,,,Pequeña
2021-1202-002,Pinnacle Zenith Platforms Co. Ltd.,3796151629.14,1B–10B,JP,51,,Solo Primaria,11969,Muy grande,False,,2021-12-02,2021,12,4,Q4,2021 Q4,True,2021-12-06,2021-12-22,apt,,Sin vector secundario,Zero-day exploit in edge device → fileless implant in memory → scheduled task persistence → low-and-slow data staging → encrypted exfiltration over DNS tunneling,Cl0p,probable,6030618.0,Alto,credentials,"SCADA,backup_systems,CRM,active_directory",95.56,Alto,96.9,25027331.7,0.0,24180231.66,0.0,37314915.18,57626609.99,,,,,,,,Mediana
2023-1006-001,Gibson Intelligence GmbH,16401216598.22,10B–100B,DE,51,,Solo Primaria,40503,Muy grande,True,GIBS.DE,2023-10-06,2023,10,4,Q4,2023 Q4,False,2023-11-06,2023-11-23,ransomware,,Sin vector secundario,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,Lazarus_Group,confirmed,,Sin dato,,"backup_systems,VPN,manufacturing_OT,email,SCADA",184.95,Alto,79.85,10800000.0,0.0,4279794.7,0.0,,16230103.49,100.42,0.02461,-0.019241,0.006548,,Sin dato,No recuperado,Mediana
2025-0201-001,Monroe BioSciences DAC,2198689412.4,1B–10B,IE,62,55,Primaria y Secundaria,22308,Muy grande,True,MONR.IR,2025-02-01,2025,2,1,Q1,2025 Q1,False,2025-02-05,2025-02-19,phishing,,Sin vector secundario,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,FIN11,unknown,6407353.0,Alto,credentials,"payment_systems,active_directory,ERP,CRM",,Sin dato,61.83,,,,,,,31.73,-0.002362,-0.028984,-0.016184,41.0,>30 días,Recuperación lenta,Mediana
2021-1019-001,Grenoble Learning SAS,55800268.52,< 1B,FR,61,,Solo Primaria,729,Grande,False,,2021-10-19,2021,10,4,Q4,2021 Q4,False,2021-10-19,2021-11-09,phishing,,Sin vector secundario,,,,,Sin dato,,"VPN,payment_systems,file_servers",,Sin dato,86.65,4000000.0,0.0,4534506.86,0.0,,9076277.95,,,,,,,,Pequeña
2025-0513-002,Richardson Biotech Corp.,955526002.99,< 1B,US,62,,Solo Primaria,8722,Muy grande,False,,2025-05-13,2025,5,2,Q2,2025 Q2,False,2025-05-24,2025-07-01,ransomware,,Sin vector secundario,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,27996.0,Medio,mixed,"active_directory,file_servers,manufacturing_OT,SSO,cloud_infrastructure",9.6,Bajo,63.48,113880800.88,135178.35,122295751.46,1383720.47,86908730.66,254195741.02,,,,,,,,Pequeña
